,H,abbrv,category,citations,name,dblp_name
2122,67,CIKM,Data Mining,2638,International Conference on Information and Knowledge Management,CIKM
2123,56,ICDM,Data Mining,2510,IEEE International Conference on Data Mining,ICDM
2124,45,SDM,Data Mining,709,SIAM International Conference on Data Mining,SDM
2125,40,PKDD,Data Mining,998,Principles of Data Mining and Knowledge Discovery,NotAConf
2126,33,PAKDD,Data Mining,1256,Pacific-Asia Conference on Knowledge Discovery and Data Mining,PAKDD
2127,28,RIAO,Data Mining,574,Recherche dInformation Assistee par Ordinateur,RIAO
2128,27,DMKD,Data Mining,103,Research Issues on Data Mining and Knowledge Discovery,DMKD
2129,26,DASFAA,Data Mining,1251,Database Systems for Advanced Applications,DASFAA
2130,22,DaWaK,Data Mining,503,Data Warehousing and Knowledge Discovery,DaWaK
2131,22,DOLAP,Data Mining,177,International Workshop on Data Warehousing and OLAP,DOLAP
2132,20,DS,Data Mining,553,Discovery Science,Discovery Science
2133,19,ICWSM,Data Mining,236,International Conference on Weblogs and Social Media,ICWSM
2134,19,WSDM,Data Mining,196,Web Search and Data Mining,WSDM
2135,19,DMDW,Data Mining,70,Design and Management of Data Warehouses,DMDW
2136,16,PJW,Data Mining,41,Workshop on Persistence and Java,NotAConf
2137,14,FIMI,Data Mining,32,Workshop on Frequent Itemset Mining Implementations,FIMI
2138,13,GRC,Data Mining,1351,IEEE International Conference on Granular Computing,GrC
2139,13,IDEAL,Data Mining,1040,Intelligent Data Engineering and Automated Learning,IDEAL
2140,13,MLDM,Data Mining,315,Machine Learning and Data Mining in Pattern Recognition,MLDM
2141,11,,Data Mining,4626,Fuzzy Systems and Knowledge Discovery,NotAConf
2142,10,ADMA,Data Mining,561,Advanced Data Mining and Applications,ADMA
2143,10,KDID,Data Mining,70,International Workshop on Knowledge Discovery in Inductive Databases,KDID
2144,9,ICDM,Data Mining,304,Industrial Conference on Data Mining,Industrial Conference on Data Mining
2145,9,MineNet,Data Mining,22,Mining Network Data,MineNet
2146,8,,Data Mining,17,ESF Exploratory Workshops,NotAConf
2147,8,TSDM,Data Mining,13,"Temporal, Spatial, and Spatio-Temporal Data Mining",TSDM
2148,7,ICETET,Data Mining,712,International Conference on Emerging Trends in Engineering & Technology,ICETET
2149,7,WKDD,Data Mining,527,Workshop on Knowledge Discovery and Data Mining,WKDD
2150,7,DMIN,Data Mining,434,Int. Conf. on Data Mining,DMIN
2151,7,CINQ,Data Mining,35,cInQ project,NotAConf
2152,6,,Data Mining,53,Japanese Discovery Science Project,NotAConf
2153,6,WebMine,Data Mining,15,Workshop on Web Mining,WebMine
2154,5,ASONAM,Data Mining,276,Advances in Social Network Analysis and Mining,ASONAM
2155,5,DW,Data Mining,66,Data Warehousing,Data Warehousing
2156,5,MLG,Data Mining,39,Mining and Learning with Graphs,MLG
2157,4,AMINING,Data Mining,23,Active Mining,Active Mining
2158,4,KELSI,Data Mining,22,Knowledge Exploration in Life Science Informatics,KELSI
2159,3,ICDM2,Data Mining,19,Industrial Conference on Data Mining,Industrial Conference on Data Mining
2160,1,Actes dIC,Data Mining,74,Journes Francophones dIngnierie des Connaissances,NotAConf
2161,154,CVPR,Computer Vision,7722,Computer Vision and Pattern Recognition,CVPR
2162,128,ICCV,Computer Vision,2973,International Conference on Computer Vision,ICCV
2163,105,ECCV,Computer Vision,2140,European Conference on Computer Vision,ECCV
2164,69,FGR,Computer Vision,972,IEEE International Conference on Automatic Face and Gesture Recognition,FGR
2165,51,BMVC,Computer Vision,1524,British Machine Vision Conference,BMVC
2166,34,WACV,Computer Vision,759,Workshop on Applications of Computer Vision,WACV
2167,30,ACCV,Computer Vision,1215,Asian Conference on Computer Vision,ACCV
2168,30,3DIM,Computer Vision,349,International Conference on 3-D Imaging and Modeling,NotAConf
2169,24,Scale-Space,Computer Vision,386,Scale-Space Theories in Computer Vision,Scale-Space
2170,24,ICVS,Computer Vision,294,International Conference on Computer Vision Systems,ICVS
2171,24,CVRMed,Computer Vision,164,"Computer Vision, Virtual Reality and Robotics in Medicine",CVRMed
2172,23,3DPVT,Computer Vision,423,3D Data Processing Visualization and Transmission,NotAConf
2173,19,DGCI,Computer Vision,462,Discrete Geometry for Computer Imagery,DGCI
2174,19,ICWSM,Computer Vision,236,International Conference on Weblogs and Social Media,ICWSM
2175,18,EMMCVPR,Computer Vision,255,Energy Minimization Methods in Computer Vision and Pattern Recognition,EMMCVPR
2176,17,AMFG,Computer Vision,93,Analysis and Modeling of Faces and Gestures,AMFG
2177,15,ICARCV,Computer Vision,2026,"International Conference on Control, Automation, Robotics and Vision",ICARCV
2178,15,VLSM,Computer Vision,66,"Variational, Geometric, and Level Set Methods in Computer Vision",VLSM
2179,14,BMCV,Computer Vision,128,Biologically Motivated Computer Vision,Biologically Motivated Computer Vision
2180,14,,Computer Vision,48,Workshop on Human Motion,Workshop on Human Motion
2181,14,SMILE,Computer Vision,40,3D Structure from Multiple Images of Large-Scale Environments,SMILE
2182,13,CRV,Computer Vision,560,Canadian Conference on Computer and Robot Vision,CRV
2183,13,IWVF,Computer Vision,84,International Workshop on Visual Form,IWVF
2184,12,,Computer Vision,31,Applications of Invariance in Computer Vision,Applications of Invariance in Computer Vision
2185,11,TFCV,Computer Vision,109,Theoretical Foundations of Computer Vision,Theoretical Foundations of Computer Vision
2186,11,,Computer Vision,26,ICCV Workshops,ICCV Workshops
2187,10,ISVC,Computer Vision,1103,International Symposium on Visual Computing,ISVC
2188,10,IVCNZ,Computer Vision,392,Image and Vision Computing New Zealand,IVCNZ
2189,9,3DICA,Computer Vision,78,Three-Dimensional Image Capture and Applications,Three-Dimensional Image Capture and Applications
2190,9,RobVis,Computer Vision,73,Robot Vision,RobVis
2191,8,CLOR,Computer Vision,30,Toward Category-Level Object Recognition,Toward Category-Level Object Recognition
2192,7,ICETET,Computer Vision,712,International Conference on Emerging Trends in Engineering & Technology,ICETET
2193,7,HLK,Computer Vision,11,Higher-Level Knowledge in 3D Modeling and Motion Analysis,HLK
2194,6,IPAS,Computer Vision,211,Image Processing: Algorithms and Systems,Image Processing: Algorithms and Systems
2195,6,AFPAC,Computer Vision,49,Algebraic Frames for the Perception-Action Cycle,AFPAC
2196,6,,Computer Vision,25,Computer Vision meets Databases,NotAConf
2197,6,,Computer Vision,19,"Shape, Contour and Grouping in Computer Vision","Shape, Contour and Grouping in Computer Vision"
2198,5,IWCM,Computer Vision,18,International Workshop on Complex Motion,IWCM
2199,4,GIAE,Computer Vision,31,Geometric Invariance and Applications in Engineering / International Workshop on Mathematics Mechanizationds,NotAConf
2200,4,DSSCV,Computer Vision,23,"Deep Structure, Singularities, and Computer Vision",DSSCV
2201,4,SCVMA,Computer Vision,12,Spatial Coherence for Visual Motion Analysis,SCVMA
2202,2,ICSIPA,Computer Vision,217,International Conference on Signal and Image Processing Applications,ICSIPA
2203,2,MVHI,Computer Vision,208,Machine Vision and Human-machine Interface,MVHI
2204,2,IVIC,Computer Vision,85,International Visual Informatics Conference,IVIC
2205,1,,Computer Vision,12,Sichtsysteme,Sichtsysteme
2206,0,VISAPP,Computer Vision,2,International Conference on Computer Vision Theory and Applications,VISAPP
2207,44,AIED,Computer Education,800,Artificial Intelligence in Education,AIED
2208,40,ITS,Computer Education,1079,Intelligent Tutoring Systems,Intelligent Tutoring Systems
2209,32,CSCL,Computer Education,217,Computer Support for Collaborative Learning,CSCL
2210,32,,Computer Education,104,ACM Policy,ACM Policy
2211,31,SIGCSE,Computer Education,1138,Technical Symposium on Computer Science Education,SIGCSE
2212,26,ICCE,Computer Education,1211,International Conference on Computers in Education,ICCE
2213,24,FECS,Computer Education,7769,Conference on Frontiers in Education,FECS
2214,21,ICALT,Computer Education,2930,International Conference on Advanced Learning Technologies,ICALT
2215,21,WMTE,Computer Education,181,Wireless and Mobile Technologies in Education,NotAConf
2216,20,ITiCSE,Computer Education,1090,Annual Joint Conference Integrating Technology into Computer Science Education,ITiCSE
2217,18,CSEE&T,Computer Education,841,Conference on Software Engineering Education and Training,CSEE&T
2218,16,ICLS,Computer Education,77,International Conference on Learning Sciences,ICLS
2219,14,ASCILITE,Computer Education,208,Australian Society for Computers in Tertiary Education,ASCILITE
2220,14,ACE,Computer Education,114,Australasian Computing Education Conference,ACE
2221,14,ICER,Computer Education,35,International Computing Education Research Workshop,ICER
2222,13,SIGITE,Computer Education,322,Information Technology Education,NotAConf
2223,12,ECTEL,Computer Education,459,European Conference on Technology Enhanced Learning,NotAConf
2224,11,CITC,Computer Education,189,Conference On Information Technology Education,CITC
2225,11,EEF,Computer Education,28,European Educational Forum,NotAConf
2226,10,MSE,Computer Education,280,Microelectronics Systems Education,MSE
2227,9,,Computer Education,2269,SIGUCCS Conference on User Services,NotAConf
2228,9,ICWL,Computer Education,492,International Conference on Web-Based Learning,ICWL
2229,9,ICCAL,Computer Education,138,International Conference on Computers and Learning,ICCAL
2230,9,WCAE,Computer Education,80,Workshop On Computer Architecture Education,WCAE
2231,8,,Computer Education,160,IFIP TC3/WG3.2 Publications,NotAConf
2232,8,LEGE,Computer Education,69,Learning GRID of Excellence,NotAConf
2233,7,ICEE,Computer Education,3747,International Conference on E-Business and E-Government,ICEE
2234,7,ICETET,Computer Education,712,International Conference on Emerging Trends in Engineering & Technology,ICETET
2235,7,,Computer Education,346,IFIP TC3 Publications,NotAConf
2236,7,,Computer Education,234,IFIP TC3/WG3.1 Publications,NotAConf
2237,7,CATE,Computer Education,114,Computers and Advanced Technology in Education,CATE
2238,6,ICYCS,Computer Education,535,International Conference for Young Computer Scientists,ICYCS
2239,6,WCCE,Computer Education,170,World Conference on Computers in Education,WCCE
2240,6,CALISCE,Computer Education,72,Computer Aided Learning and Instruction in Science and Engineering,CALISCE
2241,6,IWIC,Computer Education,32,International Workshop on Intercultural Collaboration,IWIC
2242,6,,Computer Education,17,IFIP TC3/WG3.3 Publications,NotAConf
2243,5,DIGITEL,Computer Education,200,Digital Game and Intelligent Toy Enhanced Learning,DIGITEL
2244,5,ECA,Computer Education,44,Ethics in the Computer Age,NotAConf
2245,5,FPLE,Computer Education,19,Functional Programming Languages in Education,FPLE
2246,5,CQL,Computer Education,17,Symposium on Computers and the Quality of Life,NotAConf
2247,5,ACSE,Computer Education,12,Australasian Conference on Computer Science Education,ACSE
2248,4,INFOS,Computer Education,566,Informatik & Schule,INFOS
2249,4,ICHL,Computer Education,128,International Conference on Hybrid Learning and Education,ICHL
2250,4,ISSEP,Computer Education,104,International Conference on Informatics in Secondary Schools,ISSEP
2251,4,IDC,Computer Education,60,Interaction Design and Children,IDC
2252,4,CCSC,Computer Education,50,Consortium for Computing in Small Colleges,NotAConf
2253,4,,Computer Education,46,IFIP TC3/WG3.5 Publications,NotAConf
2254,4,,Computer Education,38,TEX for Scientific Documentation,TEX for Scientific Documentation
2255,4,VIRTUAL-LAB,Computer Education,22,e-learning and Virtual and Remote Laboratories,VIRTUAL-LAB
2256,3,,Computer Education,62,Woman into Computing,Woman into Computing
2257,3,,Computer Education,54,IFIP TC3/WG3.7 Publications,NotAConf
2258,2,ICETC,Computer Education,690,International Conference on Education Technology and Computer,ICETC
2259,2,CSEDU,Computer Education,123,International Conference on Computer Supported Education,CSEDU
2260,2,,Computer Education,36,IFIP TC3/WG3.6 Publications,NotAConf
2261,1,WBE,Computer Education,3,Web-based Education,NotAConf
2262,1,,Computer Education,1,IR Workshop,NotAConf
2263,0,WALTD,Computer Education,6,Workshop on Advanced Learning Technologies for Disabled and Non-Disabled People,WALTD
2264,0,Ethics,Computer Education,1,Ethics in Computer Age,Ethics in Computer Age
2265,101,BioMED,Bioinformatics & Computational Biology,2263,Biomedical Engineering,NotAConf
2266,78,ISMB,Bioinformatics & Computational Biology,795,Intelligent Systems in Molecular Biology,ISMB
2267,57,,Bioinformatics & Computational Biology,791,Pacific Symposium on Biocomputing,Pacific Symposium on Biocomputing
2268,53,RECOMB,Bioinformatics & Computational Biology,883,Research in Computational Molecular Biology,RECOMB
2269,30,ECCB,Bioinformatics & Computational Biology,176,European Conference on Computational Biology,ECCB
2270,26,VBC,Bioinformatics & Computational Biology,181,Visualization in Biomedical Computing,VBC
2271,25,CSB,Bioinformatics & Computational Biology,413,IEEE Computer Society Bioinformatics Conference,CSB
2272,24,WABI,Bioinformatics & Computational Biology,351,Algorithms in Bioinformatics,WABI
2273,20,CBMS,Bioinformatics & Computational Biology,1849,IEEE Symposium on Computer-Based Medical Systems,CBMS
2274,19,BIBE,Bioinformatics & Computational Biology,1009,IEEE International Conference on Bioinformatics and Bioengineering,BIBE
2275,18,CMSB,Bioinformatics & Computational Biology,161,Computational Methods in Systems Biology,CMSB
2276,16,ICNSC,Bioinformatics & Computational Biology,1768,"International Conference on Networking, Sensing and Control",ICNSC
2277,16,GCB,Bioinformatics & Computational Biology,605,German Conference on Bioinformatics,German Conference on Bioinformatics
2278,16,APBC,Bioinformatics & Computational Biology,229,Asia-Pacific Bioinformatics Conference,APBC
2279,13,ICCI(ieee),Bioinformatics & Computational Biology,775,International Conference on Cognitive Informatics,ICCI
2280,13,MedInfo,Bioinformatics & Computational Biology,235,World Congress on Medical and Health Informatics,MedInfo
2281,12,SAGA,Bioinformatics & Computational Biology,106,Stochastic Algorithms,SAGA
2282,11,CIBCB,Bioinformatics & Computational Biology,462,Symposium on Computational Intelligence in Bioinformatics and Computational Biology,CIBCB
2283,11,MIE,Bioinformatics & Computational Biology,50,Medical Informatics Europe,MIE
2284,10,WBIR,Bioinformatics & Computational Biology,109,Workshop on Biomedical Image Registration,WBIR
2285,10,ECCE,Bioinformatics & Computational Biology,108,European Conference on Cognitive Ergonomics,ECCE
2286,10,JBI,Bioinformatics & Computational Biology,68,Spanish Bioinformatics Conference,Spanish Bioinformatics Conference
2287,8,METMBS,Bioinformatics & Computational Biology,244,Mathematics and Engineering Techniques in Medicine and Biological Scienes,METMBS
2288,7,BMEI,Bioinformatics & Computational Biology,2205,International Conference on BioMedical Engineering and Informatics,BMEI
2289,7,ISBRA,Bioinformatics & Computational Biology,203,International Symposium on Bioinformatics Research and Applications,ISBRA
2290,7,POSTA,Bioinformatics & Computational Biology,58,International Symposium on Positive Systems,POSTA
2291,7,AB,Bioinformatics & Computational Biology,47,Algebraic Biology,AB
2292,7,JOBIM,Bioinformatics & Computational Biology,32,"International Conference on Biology, Informatics, and Mathematics",JOBIM
2293,6,WOB,Bioinformatics & Computational Biology,193,Brazilian Workshop on Bioinformatics,WOB
2294,6,PRIB,Bioinformatics & Computational Biology,175,Pattern Recognition in Bioinformatics,PRIB
2295,6,COMPLIFE,Bioinformatics & Computational Biology,51,Computational Life Sciences,CompLife
2296,6,BCEC,Bioinformatics & Computational Biology,26,Biocomputing and Emergent Computation,BCEC
2297,6,,Bioinformatics & Computational Biology,12,Evolution and Biocomputation,Evolution and Biocomputation
2298,5,BIOCOMP,Bioinformatics & Computational Biology,668,Bioinformatics & Computational Biology,BIOCOMP
2299,5,BIBM,Bioinformatics & Computational Biology,540,IEEE International Conference on Bioinformatics and Biomedicine,BIBM
2300,5,BIRD,Bioinformatics & Computational Biology,86,Bioinformatics Research and Development,BIRD
2301,4,BIOSTEC,Bioinformatics & Computational Biology,576,International Joint Conference on Biomedical Engineering Systems and Technologies,NotAConf
2302,4,WGEC,Bioinformatics & Computational Biology,335,Genetic and Evolutionary Computing,WGEC
2303,4,FBIT,Bioinformatics & Computational Biology,157,Frontiers in the Convergence of Bioscience and Information Technologies,FBIT
2304,4,ECEH,Bioinformatics & Computational Biology,45,European Conference on eHealth,ECEH
2305,4,,Bioinformatics & Computational Biology,42,BioSurveillance,BioSurveillance
2306,4,KDECB,Bioinformatics & Computational Biology,13,Knowledge Discovery and Emergent Complexity in Bioinformatics,KDECB
2307,4,,Bioinformatics & Computational Biology,12,Mathematical Methods for Protein Structure Analysis and Design,Mathematical Methods for Protein Structure Analysis and Design
2308,3,Geoinformatics,Bioinformatics & Computational Biology,1331,International Conference on GeoInformatics,Geoinformatics
2309,3,ESIAT,Bioinformatics & Computational Biology,1254,Environmental Science and Information Application Technology,ESIAT
2310,3,MIMI,Bioinformatics & Computational Biology,47,Medical Imaging and Informatics,MIMI
2311,3,MDA,Bioinformatics & Computational Biology,34,"Mass Data Analysis of Signals and Images in Medicine, Biotechnology and Chemistry",MDA
2312,2,,Bioinformatics & Computational Biology,225,Nursing Informatics,Nursing Informatics
2313,2,ICMB,Bioinformatics & Computational Biology,86,Medical Biometrics,ICMB
2314,1,BCGBC,Bioinformatics & Computational Biology,21,"Bioinformatics, Computational Biology, Genomics and Chemoinformatics",NotAConf
2315,0,,Bioinformatics & Computational Biology,1,History of Medical Informatics,History of Medical Informatics
2316,0,BMEI,Bioinformatics & Computational Biology,1,International Conference on BioMedical Engineering and Informatics,BMEI
2317,132,AAAI,Artificial Intelligence,5402,National Conference on Artificial Intelligence,AAAI
2318,130,IJCAI,Artificial Intelligence,5320,International Joint Conference on Artificial Intelligence,IJCAI
2319,127,ICML,Artificial Intelligence,2464,International Conference on Machine Learning,ICML
2320,110,ICRA,Artificial Intelligence,17218,International Conference on Robotics and Automation,ICRA
2321,86,ICGA,Artificial Intelligence,545,International Conference on Genetic Algorithms,ICGA
2322,82,AAMAS(Agents),Artificial Intelligence,1663,Autonomous Agents & Multiagent Systems/International Conference on Autonomous Agents,AAMAS
2323,82,UAI,Artificial Intelligence,1573,Uncertainty in Artificial Intelligence,UAI
2324,72,KR,Artificial Intelligence,774,Principles of Knowledge Representation and Reasoning,KR
2325,70,IROS,Artificial Intelligence,11967,International Conference on Intelligent RObots and Systems,IROS
2326,62,CEC,Artificial Intelligence,4032,IEEE Congress on Evolutionary Computation,IEEE Congress on Evolutionary Computation
2327,57,PPSN,Artificial Intelligence,1070,Parallel Problem Solving from Nature,PPSN
2328,56,ECAI,Artificial Intelligence,2585,European Conference on Artificial Intelligence,ECAI
2329,55,GECCO,Artificial Intelligence,4232,Genetic and Evolutionary Computation Conference,GECCO
2330,54,,Artificial Intelligence,552,JSAI Workshops,JSAI Workshops
2331,50,,Artificial Intelligence,641,International Conference on Evolutionary Computation,International Conference on Evolutionary Computation
2332,50,ICMAS,Artificial Intelligence,353,International Conference on Multiagent Systems,ICMAS
2333,49,ATAL,Artificial Intelligence,1969,"Autonomous Agents & Multiagent Systems/Agent Theories, Architectures, and Languages",ATAL
2334,48,EC,Artificial Intelligence,477,ACM Conference on Electronic Commerce,EC
2335,47,SMC,Artificial Intelligence,15318,"IEEE International Conference on Systems, Man, and Cybernetics",SMC
2336,47,ISMIR,Artificial Intelligence,775,International Symposium/Conference on Music Information Retrieval,ISMIR
2337,44,AIED,Artificial Intelligence,800,Artificial Intelligence in Education,AIED
2338,42,,Artificial Intelligence,6473,IEEE Trans. Fuzzy Systems,IEEE Trans. Fuzzy Systems
2339,42,ICAPS(AIPS),Artificial Intelligence,623,International Conference on Automated Planning and Scheduling/Artificial Intelligence Planning Systems,ICAPS
2340,39,SAB,Artificial Intelligence,362,Simulation of Adaptive Behavior,SAB
2341,38,ECAL,Artificial Intelligence,665,European Conference on Artificial Life,ECAL
2342,38,,Artificial Intelligence,164,Machine Intelligence,NotAConf
2343,35,,Artificial Intelligence,209,Foundations of Genetic Algorithms,NotAConf
2344,34,DLog,Artificial Intelligence,621,Description Logics,Description Logics
2345,34,ILP,Artificial Intelligence,449,International Workshop on Inductive Logic Programming,ILP
2346,33,LPNMR,Artificial Intelligence,450,Logic Programming and Non-monotonic Reasoning,LPNMR
2347,32,ICCBR,Artificial Intelligence,499,Case-Based Reasoning and Development,ICCBR
2348,32,JELIA,Artificial Intelligence,428,Logics in Artificial Intelligence,JELIA
2349,32,,Artificial Intelligence,330,Evolutionary Multi-Criterion Optimization,NotAConf
2350,32,TARK,Artificial Intelligence,299,Theoretical Aspects of Rationality and Knowledge,TARK
2351,31,ICAIL,Artificial Intelligence,489,International Conference on Artificial Intelligence and Law,ICAIL
2352,31,,Artificial Intelligence,235,Evolutionary Programming,Evolutionary Programming
2353,30,ISER,Artificial Intelligence,597,International Symposium on Experimental Robotics,ISER
2354,30,EWCBR,Artificial Intelligence,456,European Workshop on Case-Based Reasoning,EWCBR
2355,30,EKAW,Artificial Intelligence,420,"Knowledge Acquisition, Modeling and Management",EKAW
2356,30,CDC,Artificial Intelligence,329,Conference on Decision and Control,CDC
2357,30,PATAT,Artificial Intelligence,168,Practice and Theory of Automated Timetabling,PATAT
2358,30,DAI,Artificial Intelligence,118,Distributed Artificial Intelligence,DAI
2359,29,KI,Artificial Intelligence,1230,German Conference on Artificial Intelligence,KI
2360,29,ICCS,Artificial Intelligence,633,International Conference on Conceptual Structures,ICCS
2361,29,,Artificial Intelligence,619,Ant Algorithms,Ant Algorithms
2362,29,ICES,Artificial Intelligence,338,International Conference on Evolvable Systems,ICES
2363,28,RoboCup,Artificial Intelligence,1003,RoboCup International Symposium,RoboCup
2364,28,,Artificial Intelligence,348,Theory and Applications of Satisfiability Testing,NotAConf
2365,28,AOSE,Artificial Intelligence,178,Agent-Oriented Software Engineering,AOSE
2366,26,,Artificial Intelligence,1183,EvoWorkshops,EvoWorkshops
2367,26,ISMIS,Artificial Intelligence,1055,International Syposium on Methodologies for Intelligent Systems,ISMIS
2368,26,HRI,Artificial Intelligence,532,Human-Robot Interaction,HRI
2369,26,EH,Artificial Intelligence,286,Evolvable Hardware,Evolvable Hardware
2370,26,ICARIS,Artificial Intelligence,270,International Conference on Artificial Immune Systems,ICARIS
2371,26,K-CAP,Artificial Intelligence,229,International Conference on Knowledge Capture,K-CAP
2372,26,MAAMAW,Artificial Intelligence,127,Modelling Autonomous Agents in a Multi-Agent World,MAAMAW
2373,26,ECP,Artificial Intelligence,84,European Conference an Planning,ECP
2374,25,FLAIRS,Artificial Intelligence,1583,The Florida AI Research Society Conference,NotAConf
2375,25,CAIA,Artificial Intelligence,616,Conference on Artificial Intelligence Applications,CAIA
2376,25,EuroGP,Artificial Intelligence,447,European Conference on Genetic Programming,EuroGP
2377,25,TABLEAUX,Artificial Intelligence,324,Analytic Tableaux and Related Methods,TABLEAUX
2378,25,RSS,Artificial Intelligence,179,Robotics: Science and Systems,Robotics: Science and Systems
2379,25,FOIS,Artificial Intelligence,166,International Conference on Formal Ontology in Information Systems,FOIS
2380,22,IEA/AIE,Artificial Intelligence,2366,Industrial and Engineering Applications of Artificial Intelligence and Expert Systems,IEA/AIE
2381,22,RSCTC,Artificial Intelligence,651,Rough Sets and Current Trends in Computing,Rough Sets and Current Trends in Computing
2382,22,ECSQARU,Artificial Intelligence,605,Symbolic and Quantitative Approaches to Reasoning and Uncertainty,ECSQARU
2383,22,,Artificial Intelligence,402,Intelligent Autonomous Systems,NotAConf
2384,22,ISRR,Artificial Intelligence,135,International Symposium of Robotics Research,ISRR
2385,22,,Artificial Intelligence,120,Distributed Autonomous Robotic Systems,NotAConf
2386,21,AUS-AI,Artificial Intelligence,1244,Australian Joint Conference on Artificial Intelligence,Australian Joint Conference on Artificial Intelligence
2387,21,AIME,Artificial Intelligence,482,AI in Medicine in Europe,AIME
2388,21,,Artificial Intelligence,136,Artificial Intelligence and the Simulation of Behaviour,NotAConf
2389,20,ETFA,Artificial Intelligence,2974,Emerging Technologies and Factory Automation,ETFA
2390,20,IDA,Artificial Intelligence,430,Intelligent Data Analysis,IDA
2391,20,CONTEXT,Artificial Intelligence,307,Conference on Modeling and Using Context,CONTEXT
2392,20,CIA,Artificial Intelligence,289,Cooperative Information Agents,CIA
2393,20,AE,Artificial Intelligence,215,Artificial Evolution,Artificial Evolution
2394,20,ESAW,Artificial Intelligence,213,Engineering Societies in the Agent World,ESAW
2395,20,AMEC,Artificial Intelligence,83,Agent-Mediated Electronic Commerce,AMEC
2396,20,ECAI(Workshop),Artificial Intelligence,65,European Conference on Artificial Intelligence,ECAI
2397,19,KES,Artificial Intelligence,3834,Knowledge-Based Intelligent Information & Engineering Systems,KES
2398,19,IC-AI,Artificial Intelligence,1620,International Conference on Artificial Intelligence,IC-AI
2399,19,PRICAI,Artificial Intelligence,960,Pacific Rim International Conference on Artificial Intelligence,PRICAI
2400,19,CIRA,Artificial Intelligence,791,Computational Intelligence in Robotics,CIRA
2401,19,,Artificial Intelligence,626,Canadian Conference on Artificial Intelligence,NotAConf
2402,19,,Artificial Intelligence,506,Intelligent Virtual Agents,NotAConf
2403,19,,Artificial Intelligence,196,Spatial Cognition,Spatial Cognition
2404,19,,Artificial Intelligence,46,Issues in Agent Communication,Issues in Agent Communication
2405,18,ICTAI,Artificial Intelligence,1377,International Conference on Tools with Artificial Intelligence,ICTAI
2406,18,IAT,Artificial Intelligence,1060,International Agent Technology Conference,IAT
2407,18,EPIA,Artificial Intelligence,543,Portuguese Conference on Artificial Intelligence,EPIA
2408,18,TIME,Artificial Intelligence,258,Workshops,TIME
2409,18,RecSys,Artificial Intelligence,257,Conference on Recommender Systems,RecSys
2410,18,FSR,Artificial Intelligence,176,Field and Service Robotics,FSR
2411,18,RWEB,Artificial Intelligence,71,Reasoning Web,Reasoning Web
2412,17,RSFDGrC,Artificial Intelligence,484,"Rough Sets, Fuzzy Sets, Data Mining, and Granular-Soft Computing",RSFDGrC
2413,17,NMR,Artificial Intelligence,124,Non-Monotonic Reasoning,NMR
2414,17,,Artificial Intelligence,63,Collective Robots,NotAConf
2415,17,,Artificial Intelligence,55,MIT-JSME Workshops,MIT-JSME Workshop
2416,16,,Artificial Intelligence,724,Joint Conference on Information Sciences,NotAConf
2417,16,AI*IA,Artificial Intelligence,485,Congress of the Italian Association for Artificial Intelligence,AI*IA
2418,16,SBIA,Artificial Intelligence,343,Brazilian Symposium on Artificial Intelligence,SBIA
2419,16,Diagrams,Artificial Intelligence,304,Conference on Diagrammatic Representation and Inference,Diagrams
2420,16,ANTSW,Artificial Intelligence,231,ANTS,ANTS
2421,16,ISIPTA,Artificial Intelligence,199,International Symposium on Imprecise Probabilities and Their Applications,ISIPTA
2422,16,CIG,Artificial Intelligence,133,IEEE Symposium on Computational Intelligence and Games,CIG
2423,16,DALT,Artificial Intelligence,117,Declarative Agent Languages and Technologies,DALT
2424,16,PROMAS,Artificial Intelligence,114,Programming Multi-Agent Systems,PROMAS
2425,15,ICARCV,Artificial Intelligence,2026,"International Conference on Control, Automation, Robotics and Vision",ICARCV
2426,15,HIS,Artificial Intelligence,1421,Hybrid Intelligent Systems,HIS
2427,15,ICMLC,Artificial Intelligence,1173,Machine Learning and Cybernetics,ICMLC
2428,15,,Artificial Intelligence,501,Information Processing and Management of Uncertainty,NotAConf
2429,15,RULEML,Artificial Intelligence,167,Rules and Rule Markup Languages for the Semantic Web,RuleML
2430,15,AIML,Artificial Intelligence,155,Advances in Modal Logic,Advances in Modal Logic
2431,15,IAAI,Artificial Intelligence,131,Innovative Applications of Artificial Intelligence,IAAI
2432,15,,Artificial Intelligence,114,Deontic Logic in Computer Science,NotAConf
2433,15,ALIFE,Artificial Intelligence,41,Workshop on the Synthesis and Simulation of Living Systems,ALIFE
2434,14,AIMSA,Artificial Intelligence,467,"Artificial Intelligence: Methodology, Systems, Applications",AIMSA
2435,14,IFSA,Artificial Intelligence,300,International Fuzzy Systems Association World Congress,IFSA
2436,14,AISC,Artificial Intelligence,276,Artificial Intelligence and Symbolic Computation,AISC
2437,14,ICFCA,Artificial Intelligence,198,International Conference on Formal Concept Analysis,ICFCA
2438,14,CG,Artificial Intelligence,184,Computers and Games,Computers and Games
2439,14,SARA,Artificial Intelligence,178,"Symposium on Abstraction, Reformulation and Approximation",SARA
2440,14,RR,Artificial Intelligence,136,Web Reasoning and Rule Systems,RR
2441,14,AAMAS,Artificial Intelligence,136,Adaptive Agents and Multi-Agents Systems,Adaptive Agents and Multi-Agents Systems
2442,14,AI&M,Artificial Intelligence,111,Artificial Intelligence and Mathematics,NotAConf
